# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
музыку	4998262
поезд	4998261
удивительно	4998260
пиво	4998259
мертва	4998258
суда	4998257
кости	4998256
уехал	4998255
команду	4998254
устроить	4998253
поеду	4998252
церкви	4998251
боли	4998250
in	4998249
запись	4998248
самолет	4998247
дедушка	4998246
первую	4998245
заплатить	4998244
белыи	4998243
возле	4998242
вкус	4998241
остальных	4998240
судья	4998239
имена	4998238
уходите	4998237
поцелуи	4998236
плохие	4998235
проще	4998234
тест	4998233
сила	4998232
решить	4998231
солдат	4998230
мальчика	4998229
мартин	4998228
смысла	4998227
рода	4998226
безумие	4998225
выбрал	4998224
следовало	4998223
принес	4998222
камеры	4998221
постели	4998220
способен	4998219
остается	4998218
земля	4998217
чак	4998216
головои	4998215
справиться	4998214
лицом	4998213
суде	4998212
третии	4998211
плюс	4998210
здание	4998209
двумя	4998208
дает	4998207
сказано	4998206
центре	4998205
кучу	4998204
называть	4998203
началось	4998202
любовью	4998201
последняя	4998200
сходить	4998199
маленькои	4998198
сестры	4998197
завтрак	4998196
трех	4998195
работают	4998194
играл	4998193
результаты	4998192
которому	4998191
стыдно	4998190
мария	4998189
нe	4998188
звонила	4998187
звали	4998186
стрелять	4998185
слушаю	4998184
команде	4998183
шучу	4998182
поидешь	4998181
встретил	4998180
возвращаться	4998179
продать	4998178
называют	4998177
кэтрин	4998176
здоровье	4998175
долг	4998174
еды	4998173
сообщить	4998172
оказалось	4998171
назвал	4998170
полицеискии	4998169
даю	4998168
разу	4998167
прекратить	4998166
особо	4998165
столь	4998164
поставить	4998163
оружия	4998162
вернись	4998161
крис	4998160
остались	4998159
ищем	4998158
человеку	4998157
имела	4998156
принесу	4998155
жене	4998154
устала	4998153
ушли	4998152
выбраться	4998151
отправить	4998150
останусь	4998149
захочет	4998148
похожа	4998147
прошла	4998146
прочь	4998145
поговорю	4998144
смотришь	4998143
браиан	4998142
держу	4998141
клиент	4998140
заставил	4998139
кусок	4998138
квартире	4998137
оставлю	4998136
нравишься	4998135
код	4998134
впереди	4998133
значения	4998132
принял	4998131
важное	4998130
старая	4998129
рассказывать	4998128
сработает	4998127
цветы	4998126
уиду	4998125
убери	4998124
инспектор	4998123
посмотрю	4998122
прощаи	4998121
решать	4998120
согласна	4998119
стив	4998118
реально	4998117
наедине	4998116
карл	4998115
власти	4998114
заходи	4998113
преступление	4998112
полковник	4998111
сохранить	4998110
маленькие	4998109
явно	4998108
дженни	4998107
моими	4998106
прекратите	4998105
бумаги	4998104
встречались	4998103
уилл	4998102
выбрать	4998101
папочка	4998100
страшного	4998099
девушек	4998098
привести	4998097
защищать	4998096
приду	4998095
прошлое	4998094
медленно	4998093
девять	4998092
сбежал	4998091
скучаю	4998090
адам	4998089
короля	4998088
поедем	4998087
ешь	4998086
вернемся	4998085
компьютер	4998084
камеру	4998083
линии	4998082
плохого	4998081
чувствовал	4998080
осталась	4998079
письма	4998078
жива	4998077
новых	4998076
поимать	4998075
роберт	4998074
сбежать	4998073
задать	4998072
ногу	4998071
холодно	4998070
кровью	4998069
начинает	4998068
душу	4998067
получит	4998066
любимыи	4998065
послал	4998064
двадцать	4998063
остановись	4998062
глазами	4998061
танцевать	4998060
ответственность	4998059
бар	4998058
кровати	4998057
информации	4998056
упал	4998055
представляю	4998054
временем	4998053
позвонила	4998052
руками	4998051
церковь	4998050
прекрасная	4998049
нибудь	4998048
колледж	4998047
чудо	4998046
отношение	4998045
услышал	4998044
дурак	4998043
компанию	4998042
мяч	4998041
трое	4998040
комнаты	4998039
рады	4998038
номера	4998037
беспокоиться	4998036
продолжаите	4998035
внезапно	4998034
уходим	4998033
работали	4998032
ценю	4998031
обвинения	4998030
положение	4998029
вызвать	4998028
читал	4998027
мальчики	4998026
занимается	4998025
считать	4998024
специально	4998023
убит	4998022
ким	4998021
забрали	4998020
большим	4998019
заявление	4998018
заставляет	4998017
уходит	4998016
каждои	4998015
чудесно	4998014
прошел	4998013
пропал	4998012
воину	4998011
me	4998010
че	4998009
урок	4998008
м	4998007
работои	4998006
зря	4998005
станешь	4998004
беспокоит	4998003
звонит	4998002
судьба	4998001
систему	4998000
брать	4997999
живут	4997998
щрн	4997997
мечты	4997996
вспомнить	4997995
мужчинои	4997994
карты	4997993
остановиться	4997992
решения	4997991
воздух	4997990
родился	4997989
операция	4997988
дэн	4997987
греис	4997986
телефона	4997985
назвать	4997984
ход	4997983
томас	4997982
жениться	4997981
отель	4997980
мозга	4997979
разных	4997978
правило	4997977
мужем	4997976
взгляни	4997975
просила	4997974
поступить	4997973
лучших	4997972
поступил	4997971
вариант	4997970
закрои	4997969
ищет	4997968
вино	4997967
слышите	4997966
бороться	4997965
произоидет	4997964
умоляю	4997963
приехать	4997962
пахнет	4997961
роман	4997960
прошлыи	4997959
форме	4997958
дух	4997957
хорошеи	4997956
понимает	4997955
миру	4997954
угу	4997953
похожи	4997952
ад	4997951
кровать	4997950
дождь	4997949
оставаися	4997948
герои	4997947
пива	4997946
связано	4997945
задание	4997944
проклятье	4997943
садитесь	4997942
умею	4997941
встретились	4997940
поможешь	4997939
операцию	4997938
вновь	4997937
люк	4997936
правительство	4997935
системы	4997934
извиниться	4997933
сидит	4997932
предлагаю	4997931
попросила	4997930
президента	4997929
банк	4997928
лео	4997927
свадьбу	4997926
убедить	4997925
причин	4997924
возвращаися	4997923
которыми	4997922
убивал	4997921
любое	4997920
